LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PS 16:0_22:2,PS,814.5612274962849,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,26630.6,30260.7,40602.3,0.0,26326.9,0.0,30990.5,29511.5,35695.6,32345.1,26788.2,0.0,MS2,FragmentA and FragmentB,[PS 16:0_22:2 -H]-,FA 16:0 (+O),FA 22:2 (+O),-PS(87),989204.5,677419.4,1088830.0,0.0,986410.3,0.0,767106.3,898209.1,1015270.9,1006112.2,848993.9,0.0,52033.8,58983.3,77801.2,0.0,52060.1,0.0,59923.1,57578.9,70338.5,64380.7,52121.6,0.0,1227.5,1538.0,3403.5,0.0,593.7,0.0,2057.8,1444.0,1052.7,309.5,1454.8,0.0,10005.7,4739.7,10226.6,0.0,9346.4,0.0,9175.5,9877.3,9307.3,9401.0,9326.3,0.0,1.07,1.68,1.57,880372.8,255.2333831787109,335.29608154296875,727.527099609375,-H+,-H+,-H+,C16 H31 O2,C22 H39 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 18:1_20:1,PS,814.5612274962849,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,85579.0,71072.8,113709.2,0.0,85153.6,0.0,61836.2,88911.7,95133.1,91421.4,61223.6,0.0,MS2,FragmentA and FragmentB,[PS 18:1_20:1 -H]-,FA 18:1 (+O),FA 20:1 (+O),-PS(87),989204.5,677419.4,1088830.0,0.0,986410.3,0.0,767106.3,898209.1,1015270.9,1006112.2,848993.9,0.0,65655.3,56860.2,92657.8,0.0,61630.2,0.0,48619.9,62795.9,68745.6,75837.2,44121.4,0.0,105502.7,85285.5,134760.6,0.0,108676.9,0.0,75052.5,115027.5,121520.5,107005.6,78325.7,0.0,10005.7,4739.7,10226.6,0.0,9346.4,0.0,9175.5,9877.3,9307.3,9401.0,9326.3,0.0,1.07,0.62,0.7,880372.8,281.248779296875,309.2801208496094,727.527099609375,-H+,-H+,-H+,C18 H33 O2,C20 H37 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 18:0_20:2,PS,814.5612274962849,,C44 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,172243.4,161737.7,163407.2,0.0,149652.3,0.0,125672.6,131203.0,166791.9,169177.7,163284.1,0.0,MS2,FragmentA and FragmentB,[PS 18:0_20:2 -H]-,FA 18:0 (+O),FA 20:2 (+O),-PS(87),989204.5,677419.4,1088830.0,0.0,986410.3,0.0,767106.3,898209.1,1015270.9,1006112.2,848993.9,0.0,274470.6,263417.0,257806.3,0.0,251624.0,0.0,201241.5,205522.2,268723.4,248631.6,267416.9,0.0,70016.1,60058.4,69008.1,0.0,47680.5,0.0,50103.8,56883.7,64860.4,89723.7,59151.2,0.0,10005.7,4739.7,10226.6,0.0,9346.4,0.0,9175.5,9877.3,9307.3,9401.0,9326.3,0.0,1.07,0.42,0.19,880372.8,283.2643737792969,307.2643127441406,727.527099609375,-H+,-H+,-H+,C18 H35 O2,C20 H35 O2,C41 H76 O8 P1,C44 H82 O10 N1 P1
PS 16:0_22:1,PS,816.5768762305893,,C44 H83 O10 N1 P1,,-H+,Glycerophospholipid,negative,519138.1,403474.2,604653.0,0.0,447417.3,0.0,529534.8,457309.5,552762.3,654003.1,485621.5,625817.4,MS2,FragmentA and FragmentB,[PS 16:0_22:1 -H]-,FA 16:0 (+O),FA 22:1 (+O),-PS(87),3968750.0,3072235.7,4589360.4,0.0,3482301.5,0.0,3822255.9,3321147.8,3846273.0,4683598.1,3392980.5,4578175.0,1025374.1,794700.6,1191938.1,0.0,880024.7,0.0,1050032.8,894093.1,1091359.6,1284545.0,957152.3,1239204.4,12902.2,12247.8,17367.9,0.0,14810.0,0.0,9036.9,20525.9,14165.0,23461.1,14090.7,12430.5,6293.2,7389.8,9751.5,0.0,7050.9,0.0,5738.0,8435.5,9691.3,11466.0,4101.3,9294.8,1.06,1.74,1.21,880703.4,255.2333984375,337.3116149902344,729.543212890625,-H+,-H+,-H+,C16 H31 O2,C22 H41 O2,C41 H78 O8 P1,C44 H84 O10 N1 P1
PS 18:0_20:1,PS,816.5768762305893,,C44 H83 O10 N1 P1,,-H+,Glycerophospholipid,negative,67816.4,30825.9,84810.6,0.0,71056.2,0.0,52928.8,80081.0,79532.6,91791.9,46132.1,65855.7,MS2,FragmentA and FragmentB,[PS 18:0_20:1 -H]-,FA 18:0 (+O),FA 20:1 (+O),-PS(87),3968750.0,3072235.7,4589360.4,0.0,3482301.5,0.0,3822255.9,3321147.8,3846273.0,4683598.1,3392980.5,4578175.0,103269.0,41050.8,122720.8,0.0,104619.0,0.0,72321.4,116105.2,110725.3,131974.9,67843.9,84797.2,32363.8,20601.0,46900.5,0.0,37493.5,0.0,33536.1,44056.8,48340.0,51608.9,24420.3,46914.2,6293.2,7389.8,9751.5,0.0,7050.9,0.0,5738.0,8435.5,9691.3,11466.0,4101.3,9294.8,1.06,0.2,0.5,880703.4,283.2643127441406,309.2800598144531,729.543212890625,-H+,-H+,-H+,C18 H35 O2,C20 H37 O2,C41 H78 O8 P1,C44 H84 O10 N1 P1
PS 18:3_22:4,PS,832.5135892072336,,C46 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,31111.3,0.0,0.0,0.0,0.0,0.0,27627.7,30130.2,31336.3,0.0,MS2,FragmentA and FragmentB,[PS 18:3_22:4 -H]-,FA 18:3 (+O),FA 22:4 (+O),-PS(87),0.0,0.0,237768.2,0.0,0.0,0.0,0.0,0.0,162058.5,192290.7,162129.3,0.0,0.0,0.0,1329.0,0.0,0.0,0.0,0.0,0.0,1653.0,1065.7,1326.0,0.0,0.0,0.0,60893.6,0.0,0.0,0.0,0.0,0.0,53602.4,59194.7,61346.6,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,1401.9,1698.1,2078.2,0.0,0.22,-0.95,0.82,883253.82,277.217041015625,331.2645263671875,745.480712890625,-H+,-H+,-H+,C18 H29 O2,C22 H35 O2,C43 H70 O8 P1,C46 H76 O10 N1 P1
PS 18:2_22:5,PS,832.5135892072336,,C46 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,20408.3,0.0,0.0,0.0,0.0,0.0,17527.2,10069.9,20222.8,0.0,MS2,FragmentA and FragmentB,[PS 18:2_22:5 -H]-,FA 18:2 (+O),FA 22:5 (+O),-PS(87),0.0,0.0,237768.2,0.0,0.0,0.0,0.0,0.0,162058.5,192290.7,162129.3,0.0,0.0,0.0,30493.5,0.0,0.0,0.0,0.0,0.0,26371.2,15263.3,35066.9,0.0,0.0,0.0,10323.1,0.0,0.0,0.0,0.0,0.0,8683.1,4876.4,5378.7,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,1401.9,1698.1,2078.2,0.0,0.22,0.49,0.9,883253.82,279.23309326171875,329.2489013671875,745.480712890625,-H+,-H+,-H+,C18 H31 O2,C22 H33 O2,C43 H70 O8 P1,C46 H76 O10 N1 P1
PS 18:1_22:6,PS,832.5135892072336,,C46 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,95941.8,0.0,0.0,0.0,0.0,0.0,84454.0,76787.1,88913.6,0.0,MS2,FragmentA and FragmentB,[PS 18:1_22:6 -H]-,FA 18:1 (+O),FA 22:6 (+O),-PS(87),0.0,0.0,237768.2,0.0,0.0,0.0,0.0,0.0,162058.5,192290.7,162129.3,0.0,0.0,0.0,177677.6,0.0,0.0,0.0,0.0,0.0,155518.8,138348.7,165351.2,0.0,0.0,0.0,14206.0,0.0,0.0,0.0,0.0,0.0,13389.3,15225.4,12475.9,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,1401.9,1698.1,2078.2,0.0,0.22,0.4,0.7,883253.82,281.24871826171875,327.2331848144531,745.480712890625,-H+,-H+,-H+,C18 H33 O2,C22 H31 O2,C43 H70 O8 P1,C46 H76 O10 N1 P1
PS 20:3_20:4,PS,832.5135892072336,,C46 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,28062.1,0.0,0.0,0.0,0.0,0.0,23783.3,29303.9,26466.1,0.0,MS2,FragmentA and FragmentB,[PS 20:3_20:4 -H]-,FA 20:3 (+O),FA 20:4 (+O),-PS(87),0.0,0.0,237768.2,0.0,0.0,0.0,0.0,0.0,162058.5,192290.7,162129.3,0.0,0.0,0.0,9574.3,0.0,0.0,0.0,0.0,0.0,7305.2,8028.4,6053.8,0.0,0.0,0.0,46550.0,0.0,0.0,0.0,0.0,0.0,40261.3,50579.4,46878.5,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,1401.9,1698.1,2078.2,0.0,0.22,0.47,0.35,883253.82,305.2487487792969,303.2330627441406,745.480712890625,-H+,-H+,-H+,C20 H33 O2,C20 H31 O2,C43 H70 O8 P1,C46 H76 O10 N1 P1
PS 20:2_20:5,PS,832.5135892072336,,C46 H75 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,4840.1,0.0,0.0,0.0,0.0,0.0,2630.3,4214.3,0.0,0.0,MS2,FragmentA and FragmentB,[PS 20:2_20:5 -H]-,FA 20:2 (+O),FA 20:5 (+O),-PS(87),0.0,0.0,237768.2,0.0,0.0,0.0,0.0,0.0,162058.5,192290.7,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,498.2,-1.0,0.0,0.0,0.0,0.0,9681.2,0.0,0.0,0.0,0.0,0.0,4762.4,8429.6,0.0,0.0,0.0,0.0,931.6,0.0,0.0,0.0,0.0,0.0,1401.9,1698.1,0.0,0.0,0.22,0.78,-0.57,883253.82,307.2644958496094,301.2171325683594,745.480712890625,-H+,-H+,-H+,C20 H35 O2,C20 H29 O2,C43 H70 O8 P1,C46 H76 O10 N1 P1
PS 18:2_22:4,PS,834.5300219023435,,C46 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,3616.8,5281.4,9410.8,0.0,4226.5,0.0,8962.9,6466.9,8707.7,5655.0,5134.3,6858.8,MS2,FragmentA and FragmentB,[PS 18:2_22:4 -H]-,FA 18:2 (+O),FA 22:4 (+O),-PS(87),4487739.2,3276888.6,4256856.7,0.0,3347983.8,0.0,3169704.5,3259091.7,3707074.1,4667555.5,3453136.2,3668456.9,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7234.7,10563.8,18822.5,0.0,8453.9,0.0,17926.8,12934.8,17416.4,11311.0,10269.6,13718.6,20131.7,13694.9,25090.8,0.0,13488.8,0.0,20586.8,15451.8,17563.0,20404.1,19652.4,17212.0,1.15,0.82,0.17,883568.78,279.2331848144531,331.2643127441406,747.4973754882812,-H+,-H+,-H+,C18 H31 O2,C22 H35 O2,C43 H72 O8 P1,C46 H78 O10 N1 P1
PS 18:1_22:5,PS,834.5300219023435,,C46 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,19454.8,3680.8,10953.9,0.0,9116.6,0.0,18887.2,12263.0,11241.0,23265.1,6043.0,27107.3,MS2,FragmentA and FragmentB,[PS 18:1_22:5 -H]-,FA 18:1 (+O),FA 22:5 (+O),-PS(87),4487739.2,3276888.6,4256856.7,0.0,3347983.8,0.0,3169704.5,3259091.7,3707074.1,4667555.5,3453136.2,3668456.9,23531.5,-1.0,-1.0,0.0,-1.0,0.0,21641.9,-1.0,-1.0,29198.1,-1.0,33852.8,15378.2,7362.6,21908.8,0.0,18234.2,0.0,16132.5,24527.0,22483.0,17332.1,12087.0,20361.9,20131.7,13694.9,25090.8,0.0,13488.8,0.0,20586.8,15451.8,17563.0,20404.1,19652.4,17212.0,1.15,0.62,0.9,883568.78,281.248779296875,329.2489013671875,747.4973754882812,-H+,-H+,-H+,C18 H33 O2,C22 H33 O2,C43 H72 O8 P1,C46 H78 O10 N1 P1
PS 18:0_22:6,PS,834.5300219023435,,C46 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,1073632.7,775302.0,1070728.2,0.0,788731.5,0.0,877328.7,878272.9,942350.9,1229758.5,918751.9,955166.1,MS2,FragmentA and FragmentB,[PS 18:0_22:6 -H]-,FA 18:0 (+O),FA 22:6 (+O),-PS(87),4487739.2,3276888.6,4256856.7,0.0,3347983.8,0.0,3169704.5,3259091.7,3707074.1,4667555.5,3453136.2,3668456.9,1950427.3,1402213.7,1965787.8,0.0,1442138.0,0.0,1588736.0,1596663.9,1734908.5,2249717.4,1672887.5,1734643.8,196838.2,148390.4,175668.7,0.0,135325.0,0.0,165921.4,159881.9,149793.3,209799.7,164616.4,175688.4,20131.7,13694.9,25090.8,0.0,13488.8,0.0,20586.8,15451.8,17563.0,20404.1,19652.4,17212.0,1.15,0.31,0.61,883568.78,283.26434326171875,327.233154296875,747.4973754882812,-H+,-H+,-H+,C18 H35 O2,C22 H31 O2,C43 H72 O8 P1,C46 H78 O10 N1 P1
PS 20:3_20:3,PS,834.5300219023435,,C46 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,2685.7,1770.4,4128.5,0.0,3135.1,0.0,4152.8,2214.4,3109.0,2765.9,60.6,5046.4,MS2,FragmentA and FragmentB,[PS 20:3_20:3 -H]-,FA 20:3 (+O),FA 20:3 (+O),-PS(87),4487739.2,3276888.6,4256856.7,0.0,3347983.8,0.0,3169704.5,3259091.7,3707074.1,4667555.5,3453136.2,3668456.9,5371.5,3540.7,8257.0,0.0,6270.2,0.0,8305.7,4428.9,6217.9,5531.8,121.2,10092.9,5371.5,3540.7,8257.0,0.0,6270.2,0.0,8305.7,4428.9,6217.9,5531.8,121.2,10092.9,20131.7,13694.9,25090.8,0.0,13488.8,0.0,20586.8,15451.8,17563.0,20404.1,19652.4,17212.0,1.15,0.47,0.47,883568.78,305.2487487792969,305.2487487792969,747.4973754882812,-H+,-H+,-H+,C20 H33 O2,C20 H33 O2,C43 H72 O8 P1,C46 H78 O10 N1 P1
PS 20:2_20:4,PS,834.5300219023435,,C46 H77 O10 N1 P1,,-H+,Glycerophospholipid,negative,5031.8,4533.6,4884.0,0.0,5113.7,0.0,3680.0,4802.9,4998.3,4850.3,2671.1,4992.9,MS2,FragmentA and FragmentB,[PS 20:2_20:4 -H]-,FA 20:2 (+O),FA 20:4 (+O),-PS(87),4487739.2,3276888.6,4256856.7,0.0,3347983.8,0.0,3169704.5,3259091.7,3707074.1,4667555.5,3453136.2,3668456.9,10064.7,9068.2,9768.9,0.0,10228.5,0.0,7361.1,9606.8,9997.5,9701.7,5343.1,9986.8,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20131.7,13694.9,25090.8,0.0,13488.8,0.0,20586.8,15451.8,17563.0,20404.1,19652.4,17212.0,1.15,0.48,0.46,883568.78,307.264404296875,303.23309326171875,747.4973754882812,-H+,-H+,-H+,C20 H35 O2,C20 H31 O2,C43 H72 O8 P1,C46 H78 O10 N1 P1
PS 18:2_22:3,PS,836.5460740494103,,C46 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,4663.0,0.0,4769.9,0.0,3137.3,0.0,0.0,0.0,5945.2,6533.4,3368.7,0.0,MS2,FragmentA and FragmentB,[PS 18:2_22:3 -H]-,FA 18:2 (+O),FA 22:3 (+O),-PS(87),3162638.0,0.0,3706019.4,0.0,3119238.1,0.0,0.0,0.0,3150298.5,3186568.4,2934050.4,0.0,8228.5,0.0,8575.9,0.0,4693.9,0.0,0.0,0.0,10374.7,11604.7,5668.3,0.0,1097.5,0.0,963.9,0.0,1580.8,0.0,0.0,0.0,1515.7,1462.2,1069.1,0.0,25378.6,0.0,35581.3,0.0,22437.6,0.0,0.0,0.0,24328.5,23653.7,18817.3,0.0,1.63,0.28,0.74,883881.92,279.2330322265625,333.2801513671875,749.5131225585938,-H+,-H+,-H+,C18 H31 O2,C22 H37 O2,C43 H74 O8 P1,C46 H80 O10 N1 P1
PS 18:1_22:4,PS,836.5460740494103,,C46 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,57003.4,69755.7,81761.7,0.0,28470.4,0.0,38187.3,68873.9,71264.4,40830.7,73577.4,41516.8,MS2,FragmentA and FragmentB,[PS 18:1_22:4 -H]-,FA 18:1 (+O),FA 22:4 (+O),-PS(87),3162638.0,2611632.9,3706019.4,0.0,3119238.1,0.0,2273147.6,2942736.5,3150298.5,3186568.4,2934050.4,2743664.2,55921.0,74810.4,73009.4,0.0,-1.0,0.0,24530.9,71340.6,71702.4,24051.8,78367.6,30293.5,58085.8,64701.0,90513.9,0.0,56941.7,0.0,51843.8,66407.2,70826.5,57609.6,68787.2,52740.2,25378.6,17616.2,35581.3,0.0,22437.6,0.0,14013.7,22005.2,24328.5,23653.7,18817.3,17285.0,1.63,0.62,1.0,883881.92,281.248779296875,331.2645874023437,749.5131225585938,-H+,-H+,-H+,C18 H33 O2,C22 H35 O2,C43 H74 O8 P1,C46 H80 O10 N1 P1
PS 18:0_22:5,PS,836.5460740494103,,C46 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,733450.3,608298.6,877775.8,0.0,606046.6,0.0,534349.3,704341.9,797028.7,722245.7,641355.2,573965.5,MS2,FragmentA and FragmentB,[PS 18:0_22:5 -H]-,FA 18:0 (+O),FA 22:5 (+O),-PS(87),3162638.0,2611632.9,3706019.4,0.0,3119238.1,0.0,2273147.6,2942736.5,3150298.5,3186568.4,2934050.4,2743664.2,1164971.4,967215.0,1375511.0,0.0,921238.8,0.0,847043.3,1103711.9,1270763.8,1113298.4,1042838.4,888986.7,301929.1,249382.2,380040.5,0.0,290854.5,0.0,221655.3,304971.9,323293.6,331193.0,239872.0,258944.3,25378.6,17616.2,35581.3,0.0,22437.6,0.0,14013.7,22005.2,24328.5,23653.7,18817.3,17285.0,1.63,0.42,0.71,883881.92,283.2643737792969,329.24884033203125,749.5131225585938,-H+,-H+,-H+,C18 H35 O2,C22 H33 O2,C43 H74 O8 P1,C46 H80 O10 N1 P1
PS 20:2_20:3,PS,836.5460740494103,,C46 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,3063.3,1123.2,2659.4,0.0,3038.2,0.0,3565.2,1921.8,3100.9,2994.9,1436.2,1173.3,MS2,FragmentA and FragmentB,[PS 20:2_20:3 -H]-,FA 20:2 (+O),FA 20:3 (+O),-PS(87),3162638.0,2611632.9,3706019.4,0.0,3119238.1,0.0,2273147.6,2942736.5,3150298.5,3186568.4,2934050.4,2743664.2,6127.6,2247.3,5319.9,0.0,6077.4,0.0,7131.4,3844.7,6202.8,5990.9,2873.4,2347.5,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25378.6,17616.2,35581.3,0.0,22437.6,0.0,14013.7,22005.2,24328.5,23653.7,18817.3,17285.0,1.63,0.48,0.37,883881.92,307.264404296875,305.24871826171875,749.5131225585938,-H+,-H+,-H+,C20 H35 O2,C20 H33 O2,C43 H74 O8 P1,C46 H80 O10 N1 P1
PS 20:1_20:4,PS,836.5460740494103,,C46 H79 O10 N1 P1,,-H+,Glycerophospholipid,negative,33914.7,27793.7,36533.6,0.0,22136.0,0.0,31150.2,24760.7,29262.8,34621.4,26241.3,35963.5,MS2,FragmentA and FragmentB,[PS 20:1_20:4 -H]-,FA 20:1 (+O),FA 20:4 (+O),-PS(87),3162638.0,2611632.9,3706019.4,0.0,3119238.1,0.0,2273147.6,2942736.5,3150298.5,3186568.4,2934050.4,2743664.2,34828.4,31296.6,46596.9,0.0,32712.4,0.0,28115.7,34366.3,35218.3,33722.6,31802.8,29504.9,33000.9,24290.7,26470.4,0.0,11559.6,0.0,34184.6,15155.1,23307.2,35520.1,20679.8,42422.0,25378.6,17616.2,35581.3,0.0,22437.6,0.0,14013.7,22005.2,24328.5,23653.7,18817.3,17285.0,1.63,0.5,0.25,883881.92,309.2800598144531,303.2330322265625,749.5131225585938,-H+,-H+,-H+,C20 H37 O2,C20 H31 O2,C43 H74 O8 P1,C46 H80 O10 N1 P1
PS 18:2_22:2,PS,838.5614414081435,,C46 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,11057.8,0.0,0.0,0.0,0.0,7996.6,0.0,0.0,16276.3,7246.0,MS2,FragmentA and FragmentB,[PS 18:2_22:2 -H]-,FA 18:2 (+O),FA 22:2 (+O),-PS(87),0.0,0.0,6220474.9,0.0,0.0,0.0,0.0,4883718.4,0.0,0.0,6205761.1,4896209.8,0.0,0.0,19880.6,0.0,0.0,0.0,0.0,14692.7,0.0,0.0,30354.2,11906.2,0.0,0.0,2235.0,0.0,0.0,0.0,0.0,1300.5,0.0,0.0,2198.4,2585.9,0.0,0.0,53243.4,0.0,0.0,0.0,0.0,47779.0,0.0,0.0,64195.1,50070.7,1.29,0.71,1.2,884193.38,279.233154296875,335.29595947265625,751.5289306640625,-H+,-H+,-H+,C18 H31 O2,C22 H39 O2,C43 H76 O8 P1,C46 H82 O10 N1 P1
PS 18:1_22:3,PS,838.5615472897282,,C46 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,10132.0,11945.8,15273.4,0.0,22357.3,0.0,12525.4,13102.1,13268.7,14437.0,15882.5,14136.8,MS2,FragmentA and FragmentB,[PS 18:1_22:3 -H]-,FA 18:1 (+O),FA 22:3 (+O),-PS(87),6132737.7,4880776.6,6220474.9,0.0,5124594.7,0.0,4235416.5,4883718.4,5505904.9,6514172.9,6205761.1,4896209.8,7247.1,14817.0,15148.1,0.0,29976.5,0.0,17620.9,9049.6,12752.6,17636.3,15159.5,18720.1,13016.9,9074.6,15398.6,0.0,14738.1,0.0,7429.8,17154.6,13784.7,11237.7,16605.6,9553.4,42492.2,58908.4,53243.4,0.0,48670.0,0.0,30551.8,47779.0,52812.0,65830.2,64195.1,50070.7,1.42,0.84,0.65,884193.39,281.24884033203125,333.2801208496094,751.529052734375,-H+,-H+,-H+,C18 H33 O2,C22 H37 O2,C43 H76 O8 P1,C46 H82 O10 N1 P1
PS 18:0_22:4,PS,838.5615472897282,,C46 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,1538022.3,1650933.9,1514311.0,0.0,1288666.9,0.0,942508.5,1361601.7,1595407.1,1913095.5,1778713.3,1343798.6,MS2,FragmentA and FragmentB,[PS 18:0_22:4 -H]-,FA 18:0 (+O),FA 22:4 (+O),-PS(87),6132737.7,4880776.6,6220474.9,0.0,5124594.7,0.0,4235416.5,4883718.4,5505904.9,6514172.9,6205761.1,4896209.8,2346920.7,2505974.2,2273939.4,0.0,1952116.9,0.0,1417252.8,2059730.7,2391503.2,2889632.0,2674974.9,2017433.8,729123.8,795893.6,754682.5,0.0,625216.9,0.0,467764.1,663472.7,799311.0,936559.1,882451.6,670163.3,42492.2,58908.4,53243.4,0.0,48670.0,0.0,30551.8,47779.0,52812.0,65830.2,64195.1,50070.7,1.42,0.42,0.73,884193.39,283.2643737792969,331.2644958496094,751.529052734375,-H+,-H+,-H+,C18 H35 O2,C22 H35 O2,C43 H76 O8 P1,C46 H82 O10 N1 P1
PS 20:1_20:3,PS,838.5615472897282,,C46 H81 O10 N1 P1,,-H+,Glycerophospholipid,negative,7180.9,2950.4,7669.2,0.0,8348.4,0.0,3648.9,10503.4,16306.8,13396.9,5565.5,7524.5,MS2,FragmentA and FragmentB,[PS 20:1_20:3 -H]-,FA 20:1 (+O),FA 20:3 (+O),-PS(87),6132737.7,4880776.6,6220474.9,0.0,5124594.7,0.0,4235416.5,4883718.4,5505904.9,6514172.9,6205761.1,4896209.8,3687.5,3604.0,9950.8,0.0,11409.8,0.0,5013.4,11305.6,18874.4,17695.2,7702.9,7156.6,10674.3,2296.8,5387.7,0.0,5287.0,0.0,2284.4,9701.1,13739.3,9098.7,3428.2,7892.4,42492.2,58908.4,53243.4,0.0,48670.0,0.0,30551.8,47779.0,52812.0,65830.2,64195.1,50070.7,1.42,0.7,1.47,884193.39,309.2801208496094,305.2490539550781,751.529052734375,-H+,-H+,-H+,C20 H37 O2,C20 H33 O2,C43 H76 O8 P1,C46 H82 O10 N1 P1
